   6.4100000e+00	   4.7660989e+00	
   3.4100000e+00	   4.7636589e+00	
   6.4100000e+00	   4.8393589e+00	
   6.4100000e+00	   5.0029789e+00	
   6.4100000e+00	   5.0176289e+00	
   6.4100000e+00	   5.0566989e+00	
   6.4100000e+00	   5.1543789e+00	
   6.4100000e+00	   5.3619489e+00	
   6.4100000e+00	   5.4254389e+00	
   6.4100000e+00	   5.5695189e+00	
   6.4100000e+00	   5.6818489e+00	
   3.4100000e+00	   5.7428989e+00	
   3.4100000e+00	   5.8039489e+00	
   3.4100000e+00	   5.9187289e+00	
   3.4100000e+00	   5.8210489e+00	
   3.4100000e+00	   5.4474189e+00	
   3.4100000e+00	   5.0615889e+00	
   3.4100000e+00	   4.6293489e+00	
   3.4100000e+00	   4.2679389e+00	
   3.4100000e+00	   4.0115189e+00	
   3.4100000e+00	   3.8503489e+00	
   6.4100000e+00	   3.7111589e+00	
   3.4100000e+00	   3.5695189e+00	
   3.4100000e+00	   3.5182389e+00	
   6.4100000e+00	   3.6525489e+00	
   6.4100000e+00	   3.8186089e+00	
   6.4100000e+00	   3.8625589e+00	
   6.4100000e+00	   4.0115189e+00	
   6.4100000e+00	   4.3534089e+00	
   3.4100000e+00	   4.7050489e+00	
   3.4100000e+00	   5.0835589e+00	
   3.4100000e+00	   5.3448589e+00	
   3.4100000e+00	   5.2740389e+00	
   3.4100000e+00	   5.1275189e+00	
   3.4100000e+00	   4.7612189e+00	
   3.4100000e+00	   4.4510889e+00	
   3.4100000e+00	   4.2215389e+00	
   3.4100000e+00	   4.0457089e+00	
   3.4100000e+00	   3.8747689e+00	
   3.4100000e+00	   3.7306889e+00	
   3.4100000e+00	   3.6623189e+00	
   3.4100000e+00	   3.5768489e+00	
   3.4100000e+00	   3.5426589e+00	
   3.4100000e+00	   3.4791689e+00	
   3.4100000e+00	   3.4547489e+00	
   3.4100000e+00	   3.3595089e+00	
   3.4100000e+00	   3.2984589e+00	
   3.4100000e+00	   3.2251989e+00	
   3.4100000e+00	   3.2007789e+00	
   6.4100000e+00	   3.2251989e+00	
   6.4100000e+00	   3.2276389e+00	
   6.4100000e+00	   3.2740389e+00	
   3.4100000e+00	   3.4571889e+00	
   3.4100000e+00	   3.8674489e+00	
   3.4100000e+00	   4.3216589e+00	
   3.4100000e+00	   4.4925989e+00	
   3.4100000e+00	   4.4315489e+00	
   3.4100000e+00	   4.2435189e+00	
   6.4100000e+00	   4.0505989e+00	
   3.4100000e+00	   3.8576789e+00	
   3.4100000e+00	   3.7306889e+00	
   3.4100000e+00	   3.7917389e+00	
   3.4100000e+00	   3.9211689e+00	
   3.4100000e+00	   3.9553589e+00	
   6.4100000e+00	   3.8479089e+00	
   6.4100000e+00	   3.7258089e+00	
   6.4100000e+00	   3.6110389e+00	
   6.4100000e+00	   3.7160389e+00	
   6.4100000e+00	   4.0921089e+00	
   6.4100000e+00	   4.4803889e+00	
   6.4100000e+00	   4.8149389e+00	
   6.4100000e+00	   5.0542589e+00	
   6.4100000e+00	   5.3033389e+00	
   6.4100000e+00	   5.4864889e+00	
   3.4100000e+00	   5.6720889e+00	
   3.4100000e+00	   5.7795289e+00	
   3.4100000e+00	   5.7990689e+00	
   3.4100000e+00	   5.6647589e+00	
   3.4100000e+00	   5.2911289e+00	
   3.4100000e+00	   4.8808789e+00	
   3.4100000e+00	   4.5585289e+00	
   3.4100000e+00	   4.1849089e+00	
   3.4100000e+00	   3.8894189e+00	
   6.4100000e+00	   3.7087189e+00	
   6.4100000e+00	   3.6232489e+00	
   6.4100000e+00	   3.5695189e+00	
   3.4100000e+00	   3.7184789e+00	
   3.4100000e+00	   4.0334989e+00	
   3.4100000e+00	   4.4120089e+00	
   3.4100000e+00	   4.6293489e+00	
   6.4100000e+00	   4.5585289e+00	
   6.4100000e+00	   4.3949189e+00	
   6.4100000e+00	   4.1800189e+00	
   6.4100000e+00	   4.1971189e+00	
   6.4100000e+00	   4.4315489e+00	
   6.4100000e+00	   4.7148189e+00	
   6.4100000e+00	   4.9614589e+00	
   3.4100000e+00	   5.3008989e+00	
   3.4100000e+00	   5.5670789e+00	
   3.4100000e+00	   5.6818489e+00	
   3.4100000e+00	   5.5450989e+00	
   3.4100000e+00	   5.1885689e+00	
   3.4100000e+00	   4.8833189e+00	
   3.4100000e+00	   4.6000489e+00	
   3.4100000e+00	   4.2703789e+00	
   3.4100000e+00	   4.0383889e+00	
   3.4100000e+00	   3.8381389e+00	
   3.4100000e+00	   3.7111589e+00	
   3.4100000e+00	   3.5914989e+00	
   3.4100000e+00	   3.5353289e+00	
   3.4100000e+00	   3.4864889e+00	
   3.4100000e+00	   3.4767289e+00	
   3.4100000e+00	   3.4254389e+00	
   3.4100000e+00	   3.3814889e+00	
   3.4100000e+00	   3.3692789e+00	
   3.4100000e+00	   3.3643889e+00	
   3.4100000e+00	   3.3472989e+00	
   3.4100000e+00	   3.3814889e+00	
   6.4100000e+00	   3.4205589e+00	
   6.4100000e+00	   3.4132289e+00	
   6.4100000e+00	   3.4523089e+00	
   6.4100000e+00	   3.6354589e+00	
   6.4100000e+00	   4.0383889e+00	
   6.4100000e+00	   4.3753789e+00	
   6.4100000e+00	   4.7270289e+00	
   3.4100000e+00	   5.0566989e+00	
   3.4100000e+00	   5.2984589e+00	
   3.4100000e+00	   5.5328889e+00	
   6.4100000e+00	   5.4669589e+00	
   6.4100000e+00	   5.1958989e+00	
   6.4100000e+00	   4.8857589e+00	
   6.4100000e+00	   4.7636589e+00	
   6.4100000e+00	   4.8759889e+00	
   6.4100000e+00	   5.0420489e+00	
   6.4100000e+00	   5.2838089e+00	
   6.4100000e+00	   5.4913789e+00	
   6.4100000e+00	   5.5963789e+00	
   6.4100000e+00	   5.6720889e+00	
   6.4100000e+00	   5.7722089e+00	
   6.4100000e+00	   5.8308189e+00	
   6.4100000e+00	   5.9333789e+00	
